VTD,COURT_ORDERED,PLAN1,PLAN2,PLAN3,PLAN4,PLAN5,PLAN6
270290010,8,1,3,1,1,2,1
270290015,8,1,3,1,1,2,1
270290020,8,1,3,1,1,2,1
270290025,8,1,3,1,1,2,1
270290030,8,1,3,1,1,2,1
270290035,8,1,3,1,1,2,1
270290040,8,1,3,1,1,2,1
270290045,8,1,3,1,1,2,1
270290050,8,1,3,1,1,2,1
270290055,8,1,3,1,1,2,1
270290056,8,1,3,1,1,2,1
270290060,8,1,3,1,1,2,1
270290065,8,1,3,1,1,2,1
270290070,8,1,3,1,1,2,1
270290075,8,1,3,1,1,2,1
270290080,8,1,3,1,1,2,1
270290085,8,1,3,1,1,2,1
270290090,8,1,3,1,1,2,1
270290095,8,1,3,1,1,2,1
270290100,8,1,3,1,1,2,1
270290105,8,1,3,1,1,2,1
270290110,8,1,3,1,1,2,1
270290115,8,1,3,1,1,2,1
270290120,8,1,3,1,1,2,1
270290125,8,1,3,1,1,2,1
270290130,8,1,3,1,1,2,1
270290135,8,1,3,1,1,2,1
270290140,8,1,3,1,1,2,1
270310005,8,2,1,1,1,2,1
270310010,8,2,1,1,1,2,1
270310015,8,2,1,1,1,2,1
270310020,8,2,1,1,1,2,1
270310025,8,2,1,1,1,2,1
270310030,8,2,1,1,1,2,1
270310035,8,2,1,1,1,2,1
270310040,8,2,1,1,1,2,1
270310045,8,2,1,1,1,2,1
270310050,8,2,1,1,1,2,1
270310055,8,2,1,1,1,2,1
270310060,8,2,1,1,1,2,1
270310065,8,2,1,1,1,2,1
270319999,8,2,1,1,1,2,1
270330005,7,7,3,3,7,1,7
270330010,7,7,3,3,7,1,2
270330015,7,7,3,3,7,1,7
270330020,7,7,3,3,7,1,2
270330025,7,7,3,3,7,1,2
270330030,7,7,3,3,7,1,2
270330035,7,7,3,3,7,1,2
270330040,7,7,3,3,7,1,2
270330045,7,7,3,3,7,1,7
270330047,7,7,3,3,7,1,7
270330050,7,7,3,3,7,1,2
270330055,7,7,3,3,7,1,7
270330060,7,7,3,3,7,1,7
270330065,7,7,3,3,7,1,2
270330070,7,7,3,3,7,1,2
270330075,7,7,3,3,7,1,2
270330085,7,7,3,3,7,1,2
270330090,7,7,3,3,7,1,7
270330095,7,7,3,3,7,1,2
270330100,7,7,3,3,7,1,7
270330105,7,7,3,3,7,1,2
270330110,7,7,3,3,7,1,7
270330115,7,7,3,3,7,1,7
270330120,7,7,3,3,7,1,7
270330125,7,7,3,3,7,1,7
270330130,7,7,3,3,7,1,2
270330135,7,7,3,3,7,1,2
270330140,7,7,3,3,7,1,2
270330145,7,7,3,3,7,1,2
270350005,8,1,2,1,2,3,1
270350006,8,1,2,1,2,3,1
270350007,8,1,2,1,2,3,1
270350008,8,1,2,1,2,3,1
270350010,8,1,2,1,2,2,4
270350015,8,1,2,1,2,2,1
270350016,8,1,2,1,2,3,1
270350020,8,1,2,1,2,2,1
270350025,8,1,2,1,2,2,1
270350035,8,1,2,1,2,2,1
270350040,8,1,2,1,2,2,1
270350042,8,1,2,1,2,2,4
270350045,8,1,2,1,2,2,1
270350050,8,1,2,1,2,2,1
270350055,8,1,2,1,2,2,1
270350060,8,1,2,1,2,2,1
270350065,8,1,2,1,2,2,4
270350075,8,1,2,1,2,2,1
270350080,8,1,2,1,2,3,1
270350082,8,1,2,1,2,3,1
270350085,8,1,2,1,2,2,4
270350090,8,1,2,1,2,3,1
270350095,8,1,2,1,2,2,1
270350100,8,1,2,1,2,2,4
270350105,8,1,2,1,2,2,4
270350110,8,1,2,1,2,2,4
270350115,8,1,2,1,2,2,4
270350120,8,1,2,1,2,2,1
270350125,8,1,2,1,2,2,1
270350130,8,1,2,1,2,3,1
270350135,8,1,2,1,2,3,1
270350140,8,1,2,1,2,2,1
270350145,8,1,2,1,2,4,4
270350150,8,1,2,1,2,4,4
270350155,8,1,2,1,2,2,1
270350160,8,1,2,1,2,2,4
270350165,8,1,2,1,2,2,4
270350170,8,1,2,1,2,2,4
270350175,8,1,2,1,2,2,1
270350180,8,1,2,1,2,2,1
270350185,8,1,2,1,2,2,1
270350190,8,1,2,1,2,2,1
270350195,8,1,2,1,2,2,4
270350200,8,1,2,1,2,3,1
270350205,8,1,2,1,2,2,1
270350210,8,1,2,1,2,3,4
270350215,8,1,2,1,2,2,1
270350220,8,1,2,1,2,2,1
270350225,8,1,2,1,2,2,4
270350230,8,1,2,1,2,2,4
270350235,8,1,2,1,2,2,1
270350240,8,1,2,1,2,2,1
270350245,8,1,2,1,2,2,4
270350250,8,1,2,1,2,3,4
270350255,8,1,2,1,2,2,4
270350260,8,1,2,1,2,4,4
270350265,8,1,2,1,2,2,4
270350275,8,1,2,1,2,3,1
270350280,8,1,2,1,2,2,1
270350285,8,1,2,1,2,2,4
270350290,8,1,2,1,2,2,4
270350295,8,1,2,1,2,2,1
270371010,2,5,5,4,6,5,2
270371020,2,5,5,4,6,5,2
270371030,2,5,5,4,6,5,2
270371040,2,5,5,4,6,5,2
270371050,2,5,5,4,6,5,2
270371055,2,5,5,4,6,5,2
270371060,2,5,5,4,6,5,2
270371070,2,5,5,4,6,5,2
270371080,2,5,5,4,6,5,2
270371090,2,5,5,4,6,5,2
270371100,2,5,5,4,6,5,2
270371110,2,5,5,4,6,5,2
270371120,2,5,5,4,6,5,2
270371130,2,5,5,4,6,5,2
270371140,2,5,5,4,6,5,2
270371150,2,5,5,4,6,5,2
270371210,2,5,5,4,6,5,2
270371220,2,5,5,4,6,5,2
270371230,2,5,5,4,6,5,2
270371240,2,5,5,4,6,5,2
270371250,2,5,5,4,6,5,2
270371260,2,5,5,4,6,5,2
270371270,2,5,5,4,6,5,2
270371280,2,5,5,4,6,5,2
270371290,2,5,5,4,6,5,2
270371300,2,5,5,4,6,5,2
270371310,2,5,5,4,6,5,2
270371320,2,5,5,4,6,5,2
270371330,2,5,5,4,6,5,2
270371340,2,5,5,4,6,5,2
270371350,2,5,5,4,6,5,2
270371360,2,5,5,4,6,5,2
270371370,2,5,5,4,6,5,2
270371410,2,5,5,4,6,5,8
270371510,2,5,5,4,6,5,8
270371610,2,5,5,4,6,5,8
270371710,2,5,5,4,6,5,5
270371720,2,5,5,4,6,5,5
270371730,2,5,5,4,6,5,5
270371740,2,5,5,4,6,5,2
270371750,2,5,5,4,6,5,2
270371755,2,5,5,4,6,5,2
270371760,2,5,5,4,6,5,2
270371765,2,5,5,4,6,5,2
270371770,2,5,5,4,6,5,5
270371780,2,5,5,4,6,5,5
270371790,2,5,5,4,6,5,2
270371795,2,5,5,4,6,5,2
270371800,2,5,5,4,6,5,2
270371810,2,5,5,4,6,5,2
270371820,2,5,5,4,6,5,2
270371830,2,5,5,4,6,5,2
270371840,2,5,5,4,6,5,2
270371850,2,5,5,4,6,5,2
270371860,2,5,5,4,6,5,8
270371870,2,5,5,4,6,5,5
270372010,2,5,5,4,6,5,8
270372110,2,5,5,4,6,5,8
270372210,2,5,5,4,6,5,8
270372220,2,5,5,4,6,5,8
270372230,2,5,5,4,6,5,8
270372240,2,5,5,4,6,5,8
270372250,2,5,5,4,6,5,8
270372260,2,5,5,4,6,5,8
270372310,2,5,5,4,6,5,8
270372410,2,5,5,4,6,5,8
270372510,2,5,5,4,6,5,8
270372610,2,5,5,4,6,5,4
270372620,2,5,5,4,6,5,4
270372630,2,5,5,4,6,5,4
270372635,2,5,5,4,6,5,4
270372640,2,5,5,4,6,5,4
270372645,2,5,5,4,6,5,4
270372650,2,5,5,4,6,5,4
270372660,2,5,5,4,6,5,4
270372710,2,5,5,4,6,5,5
270372720,2,5,5,4,6,5,5
270372730,2,5,5,4,6,5,8
270372740,2,5,5,4,6,5,8
270372750,2,5,5,4,6,5,8
270372760,2,5,5,4,6,5,8
270372770,2,5,5,4,6,5,8
270372780,2,5,5,4,6,5,8
270372790,2,5,5,4,6,5,8
270372800,2,5,5,4,6,5,8
270372910,2,5,5,4,6,5,8
270372920,2,5,5,4,6,5,8
270372930,2,5,5,4,6,5,8
270372940,2,5,5,4,6,5,8
270372950,2,5,5,4,6,5,8
270372960,2,5,5,4,6,5,2
270372970,2,5,5,4,6,5,2
270372980,2,5,5,4,6,5,2
270372990,2,5,5,4,6,5,2
270373000,2,5,5,4,6,5,2
270373010,2,5,5,4,6,5,2
270373020,2,5,5,4,6,5,2
270373030,2,5,5,4,6,5,8
270373040,2,5,5,4,6,5,8
270373050,2,5,5,4,6,5,8
270373060,2,5,5,4,6,5,8
270373070,2,5,5,4,6,5,8
270373080,2,5,5,4,6,5,2
270373110,2,5,5,4,6,8,5
270373210,2,5,5,4,6,5,8
270373310,2,5,5,4,6,5,5
270373410,2,5,5,4,6,8,5
270373420,2,5,5,4,6,5,5
270373430,2,5,5,4,6,5,5
270373440,2,5,5,4,6,5,5
270373450,2,5,5,4,6,5,5
270373510,2,5,5,4,6,5,8
270373610,2,5,5,4,6,5,8
270373710,2,5,5,4,6,5,8
270373810,2,5,5,4,6,5,8
270373910,2,5,5,4,6,5,8
270374010,2,5,5,4,6,5,8
270374110,2,5,5,4,6,5,4
270374210,2,5,5,4,6,5,8
270374220,2,5,5,4,6,5,8
270374230,2,5,5,4,6,5,2
270374240,2,5,5,4,6,5,8
270374250,2,5,5,4,6,5,2
270374260,2,5,5,4,6,5,8
270374270,2,5,5,4,6,5,8
270374310,2,5,5,4,6,5,8
270374410,2,5,5,4,6,8,8
270374420,2,5,5,4,6,5,8
270374430,2,5,5,4,6,5,8
270374440,2,5,5,4,6,5,8
270374450,2,5,5,4,6,5,8
270374510,2,5,5,4,6,5,5
270374610,2,5,5,4,6,5,8
270374710,2,5,5,4,6,5,8
270374810,2,5,5,4,6,5,8
270374910,2,5,5,4,6,8,8
270374920,2,5,5,4,6,5,8
270374940,2,5,5,4,6,8,5
270374950,2,5,5,4,6,5,5
270374970,2,5,5,4,6,8,5
270374980,2,5,5,4,6,5,5
270390005,1,6,4,3,3,1,8
270390007,1,6,4,3,3,1,8
270390010,1,6,4,3,3,1,8
270390015,1,6,4,3,3,1,8
270390020,1,6,4,3,3,1,8
270390025,1,6,4,3,3,1,8
270390030,1,6,4,3,3,1,8
270390032,1,6,4,3,3,1,8
270390035,1,6,4,3,3,1,8
270390040,1,6,4,3,3,1,2
270390045,1,6,4,3,3,1,2
270390050,1,6,4,3,3,1,8
270390051,1,6,4,3,3,1,8
270390052,1,6,4,3,3,1,8
270390055,1,6,4,3,3,1,8
270390060,1,6,4,3,3,1,8
270390065,1,6,4,3,3,1,8
270390070,1,6,4,3,3,1,8
270390075,1,6,4,3,3,1,8
270390080,1,6,4,3,3,1,8
270390085,1,6,4,3,3,1,8
270390090,1,6,4,3,3,1,2
270410005,7,3,2,2,2,3,1
270410007,7,3,2,2,2,3,1
270410010,7,3,2,2,2,3,1
270410015,7,3,2,2,2,3,1
270410020,7,3,2,2,2,3,1
270410025,7,3,2,2,2,3,1
270410027,7,3,2,2,2,3,1
270410030,7,3,2,2,2,3,1
270410035,7,3,2,2,2,3,1
270410040,7,3,2,2,2,3,1
270410045,7,3,2,2,2,3,1
270410050,7,3,2,2,2,3,1
270410055,7,3,2,2,2,3,1
270410060,7,3,2,2,2,3,7
270410065,7,3,2,2,2,3,7
270410070,7,3,2,2,2,3,1
270410075,7,3,2,2,2,3,1
270410080,7,3,2,2,2,3,1
270410085,7,3,2,2,2,3,1
270410090,7,3,2,2,2,3,1
270410095,7,3,2,2,2,3,1
270410100,7,3,2,2,2,3,1
270410105,7,3,2,2,2,3,1
270410110,7,3,2,2,2,3,7
270410115,7,3,2,2,2,3,7
270410120,7,3,2,2,2,3,7
270410125,7,3,2,2,2,3,7
270410130,7,3,2,2,2,3,1
270410135,7,3,2,2,2,3,1
270410140,7,3,2,2,2,3,1
270410145,7,3,2,2,2,3,1
270410150,7,3,2,2,2,3,1
270410155,7,3,2,2,2,3,1
270410160,7,3,2,2,2,3,1
270410165,7,3,2,2,2,3,1
270410170,7,3,2,2,2,3,1
270410175,7,3,2,2,2,3,1
270430005,1,7,4,3,3,1,2
270430010,1,7,4,3,3,1,2
270430015,1,7,4,3,3,1,2
270430020,1,7,4,3,3,1,2
270430025,1,7,4,3,3,1,2
270430030,1,7,4,3,3,1,2
270430035,1,7,4,3,3,1,2
270430040,1,7,4,3,3,1,2
270430045,1,7,4,3,3,1,2
270430050,1,7,4,3,3,1,2
270430055,1,7,4,3,3,1,2
270430060,1,7,4,3,3,1,2
270430065,1,7,4,3,3,1,2
270430070,1,7,4,3,3,1,2
270430075,1,7,4,3,3,1,2
270430080,1,7,4,3,3,1,2
270430085,1,7,4,3,3,1,2
270430090,1,7,4,3,3,1,2
270430095,1,7,4,3,3,1,2
270430100,1,7,4,3,3,1,2
270430105,1,7,4,3,3,1,2
270430110,1,7,4,3,3,1,2
270430115,1,7,4,3,3,1,2
270430120,1,7,4,3,3,1,2
270430125,1,7,4,3,3,1,2
270430130,1,7,4,3,3,1,2
270430135,1,7,4,3,3,1,2
270430140,1,7,4,3,3,1,2
270430145,1,7,4,3,3,1,2
270430150,1,7,4,3,3,1,2
270430155,1,7,4,3,3,1,2
270430160,1,7,4,3,3,1,2
270430165,1,7,4,3,3,1,2
270450005,1,6,4,3,3,1,8
270450010,1,6,4,3,3,1,8
270450015,1,6,4,3,3,1,2
270450020,1,6,4,3,3,1,2
270450025,1,6,4,3,3,1,8
270450030,1,6,4,3,3,1,8
270450035,1,6,4,3,3,1,8
270450040,1,6,4,3,3,1,8
270450045,1,6,4,3,3,1,8
270450050,1,6,4,3,3,1,8
270450055,1,6,4,3,3,1,8
270450060,1,6,4,3,3,1,8
270450065,1,6,4,3,3,1,2
270450070,1,6,4,3,3,1,8
270450075,1,6,4,3,3,1,8
270450080,1,6,4,3,3,1,8
270450085,1,6,4,3,3,1,8
270450090,1,6,4,3,3,1,8
270450095,1,6,4,3,3,1,8
270450100,1,6,4,3,3,1,8
270450105,1,6,4,3,3,1,8
270450110,1,6,4,3,3,1,8
270450115,1,6,4,3,3,1,8
270450120,1,6,4,3,3,1,2
270450125,1,6,4,3,3,1,8
270450130,1,6,4,3,3,1,8
270450135,1,6,4,3,3,1,8
270450140,1,6,4,3,3,1,8
270450150,1,6,4,3,3,1,8
270450155,1,6,4,3,3,1,8
270450160,1,6,4,3,3,1,8
270450165,1,6,4,3,3,1,2
270450175,1,6,4,3,3,1,2
270450180,1,6,4,3,3,1,8
270450185,1,6,4,3,3,1,8
270450190,1,6,4,3,3,1,8
270450195,1,6,4,3,3,1,2
270470005,1,7,4,3,3,1,2
270470010,1,7,4,3,3,1,2
270470015,1,7,4,3,3,1,2
270470025,1,7,4,3,3,1,2
270470035,1,7,4,3,3,1,2
270470045,1,7,4,3,3,1,2
270470050,1,7,4,3,3,1,2
270470060,1,7,4,3,3,1,2
270470061,1,7,4,3,3,1,2
270470065,1,7,4,3,3,1,2
270470070,1,7,4,3,3,1,2
270470075,1,7,4,3,3,1,2
270470080,1,7,4,3,3,1,2
270470085,1,7,4,3,3,1,2
270470090,1,7,4,3,3,1,2
270470095,1,7,4,3,3,1,2
270470100,1,7,4,3,3,1,2
270470105,1,7,4,3,3,1,2
270470110,1,7,4,3,3,1,2
270470115,1,7,4,3,3,1,2
270470120,1,7,4,3,3,1,2
270470125,1,7,4,3,3,1,2
270470130,1,7,4,3,3,1,2
270470135,1,7,4,3,3,1,2
270470140,1,7,4,3,3,1,2
270470145,1,7,4,3,3,1,2
270470150,1,7,4,3,3,1,2
270470155,1,7,4,3,3,1,2
270470160,1,7,4,3,3,1,2
270470165,1,7,4,3,3,1,2
270470170,1,7,4,3,3,1,2
270470175,1,7,4,3,3,1,2
270470180,1,7,4,3,3,1,2
270470185,1,7,4,3,3,1,2
270470190,1,7,4,3,3,1,2
270470195,1,7,4,3,3,1,2
270470200,1,7,4,3,3,1,2
270470205,1,7,4,3,3,1,2
270470210,1,7,4,3,3,1,2
270470215,1,7,4,3,3,1,2
270470220,1,7,4,3,3,1,2
270490005,1,6,4,3,3,5,8
270490010,1,6,4,3,3,5,8
270490015,1,6,4,3,3,5,8
270490020,1,6,4,3,3,5,8
270490025,1,6,4,3,3,5,8
270490030,1,6,4,3,3,5,8
270490035,1,6,4,3,3,1,8
270490040,1,6,4,3,3,5,8
270490045,1,6,4,3,3,5,8
270490050,1,6,4,3,3,5,8
270490055,1,6,4,3,3,5,8
270490060,1,6,4,3,3,5,8
270490065,1,6,4,3,3,5,8
270490070,1,6,4,3,3,1,8
270490075,1,6,4,3,3,1,8
270490080,1,6,4,3,3,1,8
270490085,1,6,4,3,3,5,8
270490090,1,6,4,3,3,5,8
270490095,1,6,4,3,3,1,8
270490100,1,6,4,3,3,1,8
270490105,1,6,4,3,3,1,8
270490110,1,6,4,3,3,5,8
270490115,1,6,4,3,3,5,8
270490125,1,6,4,3,3,5,8
270490130,1,6,4,3,3,5,8
270490140,1,6,4,3,3,5,8
270490145,1,6,4,3,3,5,8
270490155,1,6,4,3,3,5,8
270490160,1,6,4,3,3,5,8
270490170,1,6,4,3,3,1,8
270490175,1,6,4,3,3,5,8
270490180,1,6,4,3,3,5,8
270490185,1,6,4,3,3,5,8
270490190,1,6,4,3,3,1,8
270490195,1,6,4,3,3,1,8
270490200,1,6,4,3,3,5,8
270490205,1,6,4,3,3,5,8
270490210,1,6,4,3,3,1,8
270490215,1,6,4,3,3,1,8
270490220,1,6,4,3,3,1,8
270510005,7,3,3,2,2,3,7
270510010,7,3,3,2,2,3,7
270510015,7,3,3,2,2,3,7
270510020,7,3,3,2,2,3,7
270510025,7,3,3,2,2,3,7
270510030,7,3,3,2,2,3,7
270510035,7,3,3,2,2,3,7
270510040,7,3,3,2,2,3,7
270510045,7,3,3,2,2,3,7
270510050,7,3,3,2,2,3,7
270510055,7,3,3,2,2,3,7
270510060,7,3,3,2,2,3,7
270510065,7,3,3,2,2,3,7
270510070,7,3,3,2,2,3,7
270510075,7,3,3,2,2,3,7
270510080,7,3,3,2,2,3,7
270510085,7,3,3,2,2,3,7
270510090,7,3,3,2,2,3,7
270510095,7,3,3,2,2,3,7
270510100,7,3,3,2,2,3,7
270510105,7,3,3,2,2,3,7
270510110,7,3,3,2,2,3,7
270510115,7,3,3,2,2,3,7
270530005,3,5,7,5,8,5,5
270530010,3,5,7,5,8,5,2
270530015,3,8,7,5,4,5,5
270530020,3,8,7,5,4,5,2
270530025,3,8,7,5,4,5,2
270530030,3,8,7,5,4,5,2
270530035,3,8,7,5,4,5,2
270530036,3,8,7,5,4,5,2
270530040,3,8,7,5,4,5,2
270530045,3,8,7,5,4,6,2
270530050,3,7,7,5,4,6,3
270530055,3,8,7,5,4,6,3
270530060,3,6,7,5,4,6,3
270530065,3,6,7,5,4,6,2
270530070,3,6,7,5,4,5,2
270530071,3,6,7,5,4,6,2
270530075,3,8,7,5,8,5,5
270530080,3,8,7,5,4,5,2
270530085,3,7,7,5,8,6,3
270530090,3,8,7,5,8,6,5
270530095,3,8,7,5,8,5,5
270530100,3,8,7,5,8,5,5
270530105,3,8,7,5,4,5,5
270530106,3,7,7,5,4,6,3
270530107,3,8,7,5,8,5,5
270530110,3,8,7,5,8,5,2
270530115,3,8,7,5,8,5,5
270530120,3,8,7,5,8,5,5
270530125,3,8,7,5,8,5,5
270530130,3,8,7,5,8,5,5
270530131,3,8,7,5,8,5,5
270530132,3,8,7,5,8,5,5
270530200,5,8,8,7,4,7,6
270530205,5,8,8,7,4,7,6
270530210,5,8,8,7,4,7,6
270530215,5,8,8,7,4,7,6
270530220,5,8,8,7,4,7,6
270530225,5,8,8,7,4,7,6
270530230,5,8,8,7,4,7,6
270530300,3,8,8,7,4,7,6
270530305,3,8,8,7,4,7,6
270530310,3,8,8,7,4,7,6
270530315,3,8,8,7,4,7,6
270530320,3,8,8,7,4,7,3
270530325,3,8,8,7,4,7,3
270530330,3,8,8,7,4,7,3
270530335,3,8,8,7,4,7,6
270530340,3,8,8,7,4,7,6
270530345,3,8,8,7,4,7,6
270530350,3,8,8,7,4,7,6
270530355,3,8,8,7,4,7,6
270530360,3,2,8,7,4,7,6
270530362,3,8,8,7,4,7,6
270530365,3,2,8,7,4,7,6
270530370,3,2,8,7,4,7,6
270530375,3,2,8,7,4,7,6
270530395,3,8,8,7,4,7,6
270530397,3,8,8,7,4,7,6
270530400,3,8,8,7,4,7,6
270530405,3,8,8,7,4,7,6
270530410,3,8,8,7,4,7,6
270530415,3,8,8,7,4,7,3
270530420,3,8,8,7,4,6,3
270530450,3,8,7,7,4,4,3
270530455,3,8,7,7,4,4,3
270530460,3,8,7,7,4,4,3
270530465,3,8,7,7,4,7,6
270530485,3,7,7,5,4,6,7
270530500,3,1,8,7,4,6,3
270530505,3,1,8,7,4,6,3
270530510,3,3,8,7,4,6,3
270530550,5,8,8,7,8,7,3
270530555,5,8,8,7,8,6,5
270530557,5,8,8,7,8,6,5
270530560,5,8,8,7,8,7,5
270530565,5,8,8,7,8,7,5
270530567,5,8,8,7,8,7,5
270530570,5,8,8,7,4,7,6
270530575,5,8,8,7,4,7,5
270530577,5,8,8,7,8,7,5
270530585,5,8,8,7,4,7,6
270530590,5,8,8,7,4,7,6
270530640,3,1,7,8,4,4,3
270530645,3,1,7,8,4,4,3
270530650,3,1,7,8,4,4,3
270530675,3,7,7,7,4,6,3
270530680,3,7,7,7,4,6,3
270530690,3,7,7,5,4,6,7
270530695,3,7,7,5,4,6,3
270530700,3,7,7,5,4,6,3
270530705,3,7,7,5,4,6,7
270530710,3,7,7,5,4,6,7
270530715,3,7,7,5,4,6,7
270530720,3,7,7,5,4,6,3
270530725,3,7,7,5,8,6,3
270530730,3,7,7,5,4,6,7
270530735,3,7,7,5,4,6,3
270530740,3,7,7,5,4,6,3
270530745,3,7,7,5,4,6,3
270530750,3,6,7,5,4,6,7
270530755,3,6,7,5,4,6,7
270530760,3,7,7,5,4,6,7
270530765,3,6,7,5,4,6,7
270530770,3,6,7,5,4,6,3
270530775,3,7,7,5,4,6,3
270530780,3,6,7,5,4,6,7
270530785,3,6,7,5,4,6,7
270530850,3,7,7,5,8,6,3
270530855,3,7,7,5,8,6,3
270530860,3,7,7,5,8,6,3
270530865,5,8,7,5,8,7,5
270530870,5,8,7,5,8,7,5
270530875,3,7,7,5,8,6,3
270530880,3,7,7,5,8,6,3
270530885,3,7,7,5,8,6,5
270530890,5,8,7,5,8,5,5
270530895,3,8,7,5,8,5,3
270530900,3,7,7,5,8,6,3
270530905,3,7,7,5,8,6,3
270530910,3,8,7,5,8,5,3
270530915,3,8,7,5,8,5,3
270530920,5,8,7,5,8,5,5
270530925,3,7,7,5,8,6,3
270530930,3,8,7,5,8,5,3
270530935,3,8,7,5,8,5,5
270530940,3,8,7,5,8,5,3
270530945,3,7,7,5,8,6,3
270530965,3,7,7,7,4,6,3
270530975,5,8,7,5,8,5,5
270530985,5,8,8,7,8,7,5
270530990,5,8,8,7,8,7,3
270531000,5,8,8,7,8,7,3
270531005,5,8,8,7,8,7,3
270531010,5,8,8,7,8,7,3
270531015,5,8,8,7,8,6,3
270531020,5,8,8,7,8,6,5
270531025,5,8,8,7,8,6,6
270531050,3,3,7,7,4,6,3
270531065,3,7,7,7,4,6,3
270531080,6,1,8,7,4,4,3
270531110,3,7,7,5,8,6,6
270531115,3,7,7,5,8,6,6
270531120,3,7,7,5,8,6,3
270531125,3,7,7,5,8,6,6
270531130,3,7,7,7,8,6,6
270531135,3,7,7,5,8,6,3
270531150,3,3,7,7,4,6,3
270531160,3,3,7,7,4,6,3
270531170,3,3,7,7,4,6,3
270531190,3,8,8,7,4,6,3
270531195,3,8,8,7,4,6,6
270531200,3,1,8,7,4,6,6
270531205,3,1,8,7,4,6,6
270531210,3,1,8,7,4,6,6
270531215,3,1,8,7,4,6,3
270531220,3,1,8,7,4,6,6
270531225,3,1,8,7,4,6,3
270531230,3,1,8,7,4,6,6
270531235,3,1,8,7,4,6,6
270531240,3,1,8,7,4,6,6
270531245,3,8,8,7,4,6,6
270531250,3,8,8,7,4,6,6
270531255,3,8,8,7,4,6,6
270531260,3,8,8,7,4,6,6
270531265,3,1,8,7,4,6,6
270531270,3,1,8,7,4,6,6
270531275,3,8,8,7,4,6,6
270531280,3,1,8,7,4,6,6
270531285,3,1,8,7,4,6,6
270531290,3,3,8,7,4,6,6
270531295,3,1,8,7,4,6,6
270531300,3,8,8,7,4,6,6
270531305,3,8,8,7,4,6,6
270531335,3,3,7,7,4,6,3
270531345,3,8,7,7,8,6,6
270531350,3,3,7,7,4,6,3
270531355,3,3,7,7,4,6,3
270531360,5,4,8,7,8,7,6
